id,name,latitude,longitude,phone,distance
1005544881,Mallya Audikesh Diagnostics Center,12.9815051,77.6011944,9.18023E+11,1.341693909
1006462338,Mallige Medical Centre,12.985247,77.5803846,080 2220 3333,2.069837415
1067181192,Devine Hospital,13.0038999,77.6039313,Phone number not available,3.726914385
1085786951,Lalbagh Nursing Home,12.9452313,77.5861734,Phone number not available,3.075541026
1093355153,Dr. Batra Clinic,12.9797287,77.7271089,Phone number not available,14.48178273
1101622501,Government Maternity Hospital,12.9988604,77.5817424,Phone number not available,3.26585372
1101832740,Nova Hospital,13.0073436,77.5837111,Phone number not available,4.087053821
1108014134,Soujanya Clinic,12.9681189,77.54325,Phone number not available,5.482809492
1108040901,Kanva Diagnostics Collection Centre,12.967291,77.5429164,Phone number not available,5.526636661
1118656365,Vimalaya Hospital,12.8348788,77.6804209,Phone number not available,17.90214112
1150839598,New Akshay Mallya Hospital,12.9568527,77.6990468,Phone number not available,11.53740525
1186831410,Presidency Hospital,12.9951629,77.69923,Phone number not available,11.72334252
1228960966,BGS Gleneagles Hospitals,12.90306,77.4974982,Phone number not available,12.93394795
1272424543,Srinivas Clinic,12.9073391,77.5830655,Phone number not available,7.270763827
1318987638,Metro Hospital,12.8915893,77.560715,Phone number not available,9.619054524
1365797756,Brookefield Hospital(A Unit Of Sanjeevani Hospital),12.9668213,77.7168891,Phone number not available,13.36051008
1428600902,Fortis Clinic,12.9573067,77.7087044,Phone number not available,12.56713131
1436177631,ESI Hospital,12.995242,77.6523255,Phone number not available,6.862006452
1437213383,Karunalayam Hospital,12.9111263,77.7073377,Phone number not available,14.04725624
1438212033,SDS Tuberculosis Research Centre and Rajiv Gandhi Institute of Chest diseases,12.9367955,77.5907094,Phone number not available,3.916872108
1440343668,Maiya Multispecialty Hospital,12.942614,77.5854533,Phone number not available,3.376846672
1454651986,Narayana Netralaya,12.9671401,77.6094485,Phone number not available,1.786675724
1462232206,London Hospital,13.0806193,77.5482263,Phone number not available,13.05424996
1463452754,Nagappa Hadli Hospital,13.0829889,77.5489026,Phone number not available,13.27165268
1463507632,"Vasan Eye Care Hospital, Nagarabhavi",12.9746134,77.5129757,Phone number not available,8.752218502
1463555571,Rc Hospital,12.930936,77.5153776,Phone number not available,9.632526271
1463563608,Veturi Child Health Centre,12.9263226,77.5156579,Phone number not available,9.859444451
1463656830,Ketham's Hospital Pvt. Ltd,13.0686568,77.5582571,Phone number not available,11.42352122
1464742684,Ragavendra Hospital,13.0425433,77.5155377,Phone number not available,11.55054201
1464772262,Guru Kripa Clinic,13.0349833,77.5676844,Phone number not available,7.559658549
1464782617,Deeksha Orthopaedic Hospital,13.0973922,77.5964894,Phone number not available,13.95736738
1464783198,Shushrusha Nursing Home,13.0995971,77.597852,Phone number not available,14.20639167
1464921265,Chirag Hospital and Maternity Center,12.9126298,77.5913594,Phone number not available,6.595424888
1466477036,Udhbhava Hospital,12.9256842,77.5489346,Phone number not available,7.066977262
1466576385,DG Hospital,12.9206648,77.5598673,Phone number not available,6.774905297
1466638204,Srinivasa Nursing Home,12.9423039,77.6174893,Phone number not available,4.180408122
1466742313,Government Hospital,12.680279,77.4693911,Phone number not available,35.11611727
1467778591,Kangila Clinic,12.9336501,77.5660602,Phone number not available,5.202009986
1467969798,Chaitanya Hospital,13.0990911,77.5861904,Phone number not available,14.16638244
1468540733,"Vasan Eye Care Hospital, Koramangala",12.9402371,77.6253403,Phone number not available,4.914419114
1468908276,A K Clinic,12.907421,77.6492935,Phone number not available,9.364967566
1468908282,Asha Clinic,12.9158901,77.6506948,Phone number not available,8.771389874
1468908300,health nest,12.9075992,77.6488507,Phone number not available,9.318955717
1469035492,Amma's ENT Clinic,13.0281613,77.5793947,Phone number not available,6.445105758
1469036754,Krishna Specialty Clinic,13.026721,77.5789272,Phone number not available,6.302443125
1469181813,Seventh Day Adventist Hospital,12.995625,77.6113272,Phone number not available,3.256908919
1469314053,Srinivasa Nursing Home,12.9965077,77.6220456,Phone number not available,4.113387027
1470603498,Kids Care Clinic,12.914434,77.6050207,Phone number not available,6.506632504
1471128628,Pristine Health care,12.9382768,77.6186753,Phone number not available,4.615506743
1471719697,Prerana Dental Clinic,12.9186845,77.630774,Phone number not available,7.1523427
1471720698,Mamtha Health Center,12.9180492,77.6318764,Phone number not available,7.278137131
1471737564,Suprabha Hospital,13.0079383,77.5469059,Phone number not available,6.462530979
1471738635,Sangolli Nursing Home,13.0083564,77.5469273,Phone number not available,6.489647107
1471781028,Diacon Hospital,13.0037682,77.5498337,Phone number not available,5.928515293
1471781389,Nelamangala General Hospital,13.0987847,77.3912296,Phone number not available,26.07952228
1472015890,Agarwal Eye Hospital,12.9273417,77.6221301,Phone number not available,5.834420931
1472037865,Sri Sapthagiri Clinic,12.8736928,77.6449626,Phone number not available,12.25218659
1472111625,Sagar Dental Clinic,12.9168875,77.6300639,Phone number not available,7.276563823
1472735174,Venkateshwara Hospital,12.9257842,77.6170828,Phone number not available,5.719753408
1472808792,Namratha Hospital,13.0047859,77.543073,Phone number not available,6.592559394
1472878021,Devi Eye Hospital,12.9162576,77.6374069,Phone number not available,7.791994929
1473002847,Government Maternity Hospital,13.0214606,77.5535399,Phone number not available,7.021599406
1473023593,Mysore Hospital,13.0275337,77.5397051,Phone number not available,8.514245304
1473296715,Jayanagar Orthopaedic Centre,12.9293288,77.5877091,Phone number not available,4.778012878
1473921774,Shekar Hospital,12.9458714,77.5675192,Phone number not available,4.052826388
1474001855,Punya Hospital,13.0011459,77.5359798,Phone number not available,7.049001925
1474106961,Apollo Clinic,12.8517246,77.6681472,Phone number not available,15.61003183
1474277938,Parimala Clinic,12.9135707,77.5788941,Phone number not available,6.681441041
1474317196,Karanth Speciality Hospital,12.9160081,77.6193573,Phone number not available,6.808518475
1474323515,Gangothri Hospital,12.9162878,77.6138218,Phone number not available,6.557001762
1474432217,Vignan Hospital,12.9438988,77.5968766,Phone number not available,3.132561817
1474449391,Spurthy Hospital,12.9239335,77.61116,Phone number not available,5.659299145
1474458358,Prasad Eye Hospital,12.9351929,77.6086817,Phone number not available,4.392670048
1474472488,NIMHANS Screening block,12.9387115,77.5937737,Phone number not available,3.690401465
1474472859,NIMHANS OPD,12.9388056,77.5942994,Phone number not available,3.680502577
1474511948,Manjunath Hospital,12.9483598,77.5940621,Phone number not available,2.617844892
1474512442,Karthik Hospital,12.9484356,77.5942592,Phone number not available,2.609825808
1474819060,Aswad Hospital,12.9147871,77.6247622,Phone number not available,7.187645669
1474819111,TSR heart care,13.0264438,77.5933686,Phone number not available,6.065100122
1474819886,Fortis Hospital,13.0022409,77.5490879,Phone number not available,5.894688765
1474819896,Citi Hospital,12.9956506,77.5510696,-23131767,5.320772014
1474819897,"Vasan Eye Care Hospital, Rajaji Nagar",12.9995223,77.5505328,Phone number not available,5.595556123
1474819898,Ananya Hospital,12.9998205,77.55045,Phone number not available,5.621300031
1474820321,Baptist,12.9970915,77.5719766,Phone number not available,3.658792757
1474827898,Shivakrupa Hospital,12.973967,77.5479135,Phone number not available,4.966600185
1474875685,Dr. Ambedkar Medical College Hospital,13.0248621,77.6139585,Phone number not available,6.284853034
1617398469,"Sri Maruthi hospital, Sheshadripuram",12.9926441,77.5742046,080 2344 9632,3.127735827
1693120843,Sunny Medicals Hospital Clinic,12.9267954,77.6699091,Phone number not available,9.662196026
1722802205,Karunya Homoeopathy Centre,13.0307899,77.653594,Phone number not available,9.218955818
1724416882,Ayur Seva Hospital,13.0148188,77.6653699,Phone number not available,9.114547558
1727637379,Vinayaka Specialty Hospital,12.8990004,77.6218548,Phone number not available,8.661308453
1752642584,Dental Clinic,12.9557076,77.6982064,Phone number not available,11.46663793
1761866934,Koshys Hospital,13.0207033,77.6760593,Phone number not available,10.44390027
1778854020,Gurushree Hitech Multispeciality Hospital,12.9593144,77.5265054,Phone number not available,7.414475686
1778897704,"Shobha Hospital, Bengaluru Urban",12.9755854,77.5313495,Phone number not available,6.768496381
1778953072,"Gayathri Hospital, Bengaluru Urban",12.9744053,77.5426819,Phone number not available,5.535168411
1791567114,Rangadore Memorial Hospital,12.9534756,77.5710237,Phone number not available,3.199244235
1794111895,MEDSOL Hospital,12.9309944,77.4929837,Phone number not available,11.82410331
1794166166,Government Primary Health Centre,13.003447,77.504284,Phone number not available,10.30375995
1809734261,Bharathy Hospital,12.9761294,77.5326369,Phone number not available,6.633266396
1812673570,Yogananda Medical and Research Centre,12.9202791,77.5598033,Phone number not available,6.814747237
1818494842,"Government Primary Healthcare Center, Begur",12.8778532,77.6246582,Phone number not available,10.98258138
1835512586,Cure & Care Dental Clinic Dr. Moumita Mukherjee,12.9074968,77.6492213,Phone number not available,9.353480497
1871539757,Shirdi Sai Hospital,13.0372438,77.5648754,Phone number not available,7.908607133
1872596501,Public Health Center,12.9583794,77.8155232,Phone number not available,24.0837781
1894298053,Nayantara Opticals,12.8924828,77.6198497,Phone number not available,9.274383211
1905152108,Kottakkal Arya Vaidya Sala,12.9411061,77.5850591,Phone number not available,3.549846369
1958294905,"Charan Homeopathy, Ramamurthy Nagar",13.0100409,77.6674667,Phone number not available,9.04806477
1988322107,Dhanavantri Hospital,13.0834023,77.6348642,Phone number not available,13.17608201
2002686385,T.R.Hospital,12.8807554,77.5841671,Phone number not available,10.18734078
2012122119,Rainbow Clinic and Diagnostic Laboratory,12.891484,77.5816961,Phone number not available,9.035988876
2019362244,Cloud Nine Hospital,13.0078742,77.5625316,9972999729,5.235059149
2026076836,"Nayak Hospital, Gayathri Nagar",12.9993857,77.5606403,Phone number not available,4.708709618
2122595759,"Rajnandani Hospital, Bangalore",12.8845448,77.5701276,Phone number not available,10.04378619
2123564200,"Maharaja Agrasen Hospital, Bengaluru Urban",12.915903,77.5550223,Phone number not available,7.505920204
2123630630,Banashankari Referal Hospital,12.9231342,77.5642974,Phone number not available,6.289363994
2124813862,Bangalore Kidney Foundation - NU Hospital,12.9179548,77.555816,Phone number not available,7.268832189
2212459207,"Panacea Hospital, Nagarabhavi",12.9613237,77.511726,Phone number not available,8.960179762
2249069522,Shanbhag Hospital,12.9856882,77.5435424,Phone number not available,5.646908141
2268407035,Trupti Nursing Home,12.9946566,77.5397544,Phone number not available,6.369345485
2272455276,Srivijaya Speciality Hospital,13.0124345,77.6580271,Phone number not available,8.300144755
2285453337,Magnus Diagnostic Lab,12.9349187,77.6305022,Phone number not available,5.72838841
2296638505,Krupa Medical center,13.000431,77.5411664,Phone number not available,6.51647425
2343099977,Soukya Hospital,13.0774744,77.5587548,Phone number not available,12.33466782
2387173532,Greenview Medical Center,12.9191813,77.6381379,Phone number not available,7.586462639
2414612953,Vaidyaratnam Oushadhasala,12.9121004,77.6485848,Phone number not available,8.921432817
2447846664,Blossoms Hospital,12.9064393,77.6308237,Phone number not available,8.316735872
2449294308,Live100,12.8791713,77.6454925,Phone number not available,11.73981364
2475284844,ESi Hospital,13.0077936,77.6923101,Phone number not available,11.40547566
2480870848,Happy Tooth,12.9744193,77.5336479,Phone number not available,6.513075371
2480884777,Rishi Women and Child Clinic,12.9745812,77.532699,Phone number not available,6.616585961
2483779679,Penta Care Ayurvedic Hospital,12.9736894,77.5369482,Phone number not available,6.15266569
2484900084,Shalini Nursing & MAternity Home,12.9436624,77.5419997,Phone number not available,6.422301059
2487658338,Shreya Poly Clinic,12.9729127,77.5394723,Phone number not available,5.877032049
2514705828,Anurag Medical Center,12.9612829,77.5271683,Phone number not available,7.305369218
2533566686,United Medical lab,13.0007683,77.6132902,Phone number not available,3.848331872
2554302512,Pragathi Ayurvedic Center,12.9843701,77.555666,Phone number not available,4.348174969
2623054534,Srujana Hospital,12.8413465,77.6475451,+91 80 49152339,15.64606314
2623332318,Narayana Hrudayalaya Dental Clinic,12.9231571,77.6728066,Phone number not available,10.14227298
2696699678,Gunam Super Speciality Hospital,12.7295695,77.8246469,Phone number not available,36.78217467
2720476857,Vatsalya Chidren's Clinic,12.8948505,77.6109105,Phone number not available,8.768189673
2720498311,Kottakkal Arya Vaidya Sala,12.9002599,77.6271003,Phone number not available,8.74983012
2914260121,Sharavathi Hospitals (P) Ltd.,12.9623406,77.5342853,Phone number not available,6.525296684
2932851733,"Dr.Agarwal's Eye Hospital Ltd, Padmanabha Nagar",12.9169288,77.5592568,Phone number not available,7.162056722
2984295033,Shraddha Eye Care,12.9184617,77.5555842,Phone number not available,7.236694842
3004275434,"Vasan Eye Care Hospital, Rajarajeswari Nagar",12.931334,77.5154779,Phone number not available,9.602075482
3016090364,Cloud Nine Fertility,12.9055088,77.5858347,080 4350 0123,7.431409826
3024967812,Oncology India,12.9061749,77.5847567,Phone number not available,7.372283377
3037310855,Aikya Healthcare,12.8827229,77.5466715,Phone number not available,11.14922186
3100475907,Konanakunte Government Hospital,12.8840897,77.5664029,Phone number not available,10.20238984
3120578217,Anand Clinic,12.8002465,77.5088745,Phone number not available,21.1861859
3120578218,Sanjeevani Clinic,12.8011096,77.5084507,Phone number not available,21.11981556
3120578551,Government Hospital,12.8047243,77.5109371,Phone number not available,20.64055257
3120590213,Rajarajeshwari Hospital and Medical College,12.896052,77.4618775,Phone number not available,16.5898613
3120594392,Rajarajeshwari Dental College,12.9069608,77.418604,Phone number not available,20.30288561
3268435578,Cloud Nine Hospital,12.987917,77.7319724,+91 80 6799 9999,15.08782236
3270010723,Telerad Rx Dx Health Care Whitefield,12.9768424,77.7103746,+91-80-49261111;+91-80-40187588,12.65435386
3334324971,Oxford Medical College Hospital,12.7873292,77.7571223,Phone number not available,27.11110385
3370028968,Motherhood Hospital(Unit Of Rhea Healthcare Pvt Ltd),12.9784409,77.6375845,Phone number not available,4.810442799
3370244392,Respiratory and womens health clinic.,12.9762645,77.6376528,Phone number not available,4.787226243
3370279044,Rashmi Hospital,12.9766951,77.6362278,Phone number not available,4.638895683
3370453173,Netradama Eye Hospital,12.9734836,77.6357281,Phone number not available,4.557438437
3394753831,Sree Venkateshwara Speciality Hospital,12.9425246,77.6025303,Phone number not available,3.403669407
3400223539,Leela Hospital and Diagnostic Center,13.0002667,77.5694894,Phone number not available,4.102511305
3400223541,Dr. Rajkumar Blood Bank,12.968031,77.5878222,9876453647,0.768592378
3477797688,Nelivigi Eye Hospital,12.9243274,77.6739574,Phone number not available,10.17965592
3541798347,Sanghi Medical Centre (P) Ltd,12.9517397,77.6994832,Phone number not available,11.67998599
3555393844,"Sri Sai Krupa Hospital, Bengaluru Urban",13.0294181,77.5593857,Phone number not available,7.397775503
3556103531,ALDOS Medical Service Pvt LTD,12.9826672,77.6381036,Phone number not available,4.958074202
3607116665,Government Hospital,12.8870605,77.603414,Phone number not available,9.492281985
3607404261,Rajashree Granthim hospital,12.8893134,77.602422,Phone number not available,9.231731034
3633415798,Sri Laxmi Hospital,12.8504718,77.6553058,Phone number not available,15.06295224
3671907239,Wipro First Aid Clinic,12.8377272,77.6584571,Phone number not available,16.48787223
3710210170,Krishna Nursing Home,12.9474222,77.5986921,Phone number not available,2.775043902
3714125744,"Shifa Hospital, Bengaluru Urban",12.9900105,77.5988107,Phone number not available,2.088546089
3719549886,Milann Fertility Center,12.9159249,77.5856011,Phone number not available,6.28572334
3725710400,Gift IVF center,12.962951,77.6418711,Phone number not available,5.313785766
3773028057,HCG Cancer Hospital,12.9603157,77.5930493,Phone number not available,1.290043749
3922280181,Health Care Global,12.9584755,77.5919279,Phone number not available,1.505036635
4097027897,Gulecha Dental Care,12.9570466,77.5656754,Phone number not available,3.4568434
4189843307,Rajbal Skin Clinic,13.0206063,77.6445361,Phone number not available,7.72457709
4203857493,Prashanth Hospital,12.9066637,77.6287463,Phone number not available,8.188080936
4263313808,Dianova Diabetes Center and Hospital,13.0147612,77.6335463,Phone number not available,6.430631761
4286285517,Ameena Medical centre,12.9777082,77.6323407,Phone number not available,4.236469736
4322812542,Dr.Agarwal Eye & Dental Hospital,12.9700356,77.6362439,Phone number not available,4.614616903
4325331196,SRL Diagnostics,12.9599306,77.7160447,Phone number not available,13.32389641
4343881190,Dr Raos Maternity Hospital,12.9850421,77.5460481,Phone number not available,5.366106018
4349307192,Sagar Chandramma Hospitals,12.9485535,77.5748248,Phone number not available,3.304963156
4349443891,Specialist Hospital,13.0169826,77.6432959,Phone number not available,7.348821912
4360019301,Homecare International,12.9166705,77.5834214,Phone number not available,6.241439716
4386507095,Vignesh Lab and Diagnostics,13.0267226,77.6041132,Phone number not available,6.199519191
4392383890,Apollo Cradle,12.9368104,77.6206345,Phone number not available,4.872684791
4406333893,Shiva Kumaraswamy Building,12.9717049,77.5493718,Phone number not available,4.803333266
4440769883,Myo Medex - Ace Speciality Clinic,12.8615976,77.5999324,Phone number not available,12.28365344
4440829279,Stanford Speciality Hospital,12.911533,77.6764094,080 6566 6689,11.19810526
4440931106,Dr Mohan Nursing Home,12.9124371,77.6813917,-42119073,11.57706173
4440939217,Sparsh Clinic,12.9072384,77.6755805,+91-99000 19567,11.42084367
4440946384,Raksha Orthopaedic And Multi Speciality Centre,12.9041502,77.6741043,+91-74115 27777,11.51863726
4440987271,Narayana Nethralaya,12.8750879,77.5950098,Phone number not available,10.76595026
4441670838,Naadi Ayurveda Center,12.9121008,77.6820003,-9980015998,11.65256552
4441681632,Kottakkal Arya Vaidya Sala,12.9217604,77.6618321,+91-80 6450 4434,9.251891536
4441938603,The Family Doctor & The Family Pharma,12.9122002,77.6818637,+91-80 2574 6204,11.63410028
4441961605,Life Care Hospital,12.9194712,77.6130111,+91-80 2684 6677,6.194047992
4442502224,Dr. Levine Memorial Hospital,12.9188944,77.6706512,+91-80 2574 7365,10.21172967
4442511855,Bhagavathi Hospitals Private Limited,12.9161259,77.6311505,+91-80 4124 5860,7.411721124
4442516055,Gunasheela Hospitals,12.9250105,77.6278708,+91-80 - 4646 2626,6.395054182
4443301971,NRS Medical & Dental Specialists Centre,12.9151071,77.5624888,8026696054,7.163834698
4444988626,Anurag Medical Centre,12.9060641,77.6049776,Phone number not available,7.42193719
4444989840,Sarvodaya Hospital,12.9390944,77.5619057,098440 74946,5.017682749
4445139977,Indianova Healthcare Pvt Ltd,12.9703581,77.63022,+9197390 07505,3.960931916
4445163720,Sky Diagnostic Centre kumbena agrahara,12.9977711,77.7548105,8033051529,17.69203003
4445167354,Dr Rachna - Homeopathy,12.9179831,77.6691258,+9195909 10963,10.13680163
4445179843,Regal Hospital,13.0830463,77.6347174,8033082383,13.13345149
4445183934,Thyrocare,13.0158543,77.7033173,080 6568 0365,12.84311123
4445213681,Welnext,12.9240063,77.6545058,+9196960 00222,8.472385385
4445356902,Employees State Insurance Dispensary,12.966771,77.5349228,080 2845 2785,6.394486028
4445397516,Dr Solankis Eye Hospital,12.9951627,77.5738144,080 2356 2211,3.366525882
4445430292,Sri Sanjeevini Cold Laser Therapy,13.0053923,77.5713352,080663 79862,4.443139787
4445578787,Dr. Bhargavi Reddy Women & Children Hospital,12.975403,77.6470594,080 2525 6666,5.794943542
4445586944,Axon Speciality Hospital,12.973892,77.6460904,080 4334 6333,5.681177194
4445660067,Bright Children's Clinic,12.9891818,77.689783,+9178994 22511,10.58679243
4445886952,Sanjeevini Children & Women Clinic,13.0316481,77.6023154,080 2292 4422,6.7089379
4445955282,Procare Hospital,13.0203944,77.6512682,080 4162 0620,8.245085983
4445965958,Life Care Hospital,12.9239305,77.6132696,080 2684 6677,5.740087498
4445973784,Parimala Health Care,12.9003193,77.6008061,080 2658 3117,7.996579581
4445986377,"Sriram Hospital, Bangalore",13.0087504,77.6939806,080 2561 0988,11.61229693
4445998037,K R Puram Super Speciality Hospital,13.0110115,77.6935975,080 2561 7799,11.66480818
4446018021,Maithri Nursing Home,13.0048316,77.7035666,9.18026E+11,12.45453751
4446285519,Medic Star Hospital,12.9876871,77.6093097,080 2554 1337,2.437688115
4446289881,Hsis Gosha Hospital,12.9856985,77.6058578,"""080 2286 6529",2.022265321
4446300155,Santosh Hospital,12.9959413,77.6082575,080 2536 7706,3.103926542
4446312027,Hospital,12.9914123,77.6117329,+9193411 44150,2.91980513
4446322688,Keva Ayurveda Health Care Pvt Ltd,12.9127062,77.6201668,080508 01515,7.179834132
4446329807,Ayurvaid Hospital,12.9552696,77.6428508,080 4092 5555,5.637919193
4446341278,H B S Hospital,12.9891941,77.6037864,080 2554 1321,2.211880282
4446346449,St. Martha's Heart Centre,12.9705436,77.5834769,+9195380 43453,1.117970712
4446502570,Sumathi Nursing and Maternity Home,13.0325717,77.5582602,+9180 2337 2762,7.762534226
4446518811,Desai Nursing Home,12.9863736,77.5793154,+9180 2226 0307,2.240416948
4446664412,Fortis Hospital,12.9881648,77.5548179,080-2300-4444,4.584805268
4446826362,Healing Earth Multispeciality Ayurveda Hospital,12.9165359,77.6361865,080674 75757,7.687512045
4446833350,Global Ayurveda Multispeciality Hospital,12.9165795,77.6362187,080674 75757,7.685721467
4446840727,Brahmi Ayurvedic Center,12.8830054,77.6073285,+9190086 54547,9.99437043
4446849884,Fj Merrit Hydrotherapy And Wellness,12.9344224,77.6299785,080 4095 1282,5.729043623
4446852004,Vedam Ayurveda Multispeciality Hospital,12.9175511,77.6039486,080 4120 2911,6.144529458
4446857201,Ayur jagruti,12.9667253,77.6378289,+9196633 81398,4.816231906
4446876066,Herbocare Hospital Pvt,13.0204424,77.6440607,+9174064 30003,7.675108115
4446881168,""" NRS Medical & Dental Specialists Centre""",12.9378359,77.5573329,080-26696054,5.466063699
4446887432,Tele Rad RX DX Health care Pvt Ltd,12.9992982,77.7575636,080 4926 1111,18.0143131
4446889930,Spring Leaf Health Care Pvt Ltd,12.8526731,77.6676459,080673 45000,15.49165577
4446891375,Chiranjeevi Hospital & Maternity Home,12.9386994,77.5518394,080 2691 7676,5.84859508
4446893667,"Vinayaka Hospital, Hanumantha Nagar",12.9373748,77.5494778,080 2679 6167,6.14024651
4446894388,Diavista Diabetes & Multispeciality Hospital,12.9354293,77.5477956,080 4096 9392,6.418018889
4446897063,Meenakshi Hospital,12.9420715,77.553698,9.18027E+11,5.458133339
4446899253,Medi-Tech Multi Speciality Hospital,12.9408667,77.5603657,080 2660 2910,4.995589311
4446900247,Kusuma Hospital,12.9420124,77.5506918,080 2642 1177,5.72408919
4446907220,Ring Road Hospital,12.9274553,77.5516293,080 2679 7040,6.723745708
4446907712,Pulse Multispecialty Hospital,12.9389007,77.5438808,080 2672 4466,6.527585238
4446909294,Surya Galaxy Hospital,12.9316792,77.5450887,080 2642 1051,6.910264576
4446915481,Wellness Ever,12.9593576,77.7461682,095919 89220,16.58021285
4446919794,Hair Loss Treatment in Bangalore - Hairline International,12.9566858,77.7419283,091488 74972,16.15094927
4446924573,Surya Diagnostics and Health Services,12.9242825,77.6170883,080 2552 6667,5.870181467
4446927760,Nimi dental bangalore,13.0090882,77.6918556,080 2561 9979,11.41070642
4446938197,New Life Hospital bangalore,12.9967611,77.7591252,080 4954 0540,18.13605038
4447003711,Ayushman Ayurvedic therapy centre,12.9946163,77.6023871,+91 95356 68668,2.695615617
4447009524,Pristine Hospital,12.9984229,77.5403887,+9180 4135 4444,6.485689341
4447013195,Sri Vinayaka Hospital,12.9575029,77.5276466,080 2339 8062,7.334417303
4447015118,Shathayu Ayurveda Wellness Centre,12.9573897,77.5276882,+91 8040999110,7.332779214
4447020601,Shri Vishnu Ent Speciality Center,13.0226079,77.4748015,+91 80 2672 4211,14.06212443
4447072265,Hospital Sharavathi,12.9594984,77.5275515,9.18023E+11,7.299293541
4447072624,Arogya Kendra,12.9735891,77.5443283,9.18023E+11,5.353060039
4447073029,The Family Doctor Malleswaram,13.0029689,77.5526666,+9180 2337 6262,5.630434976
4447075424,Venkat Charmalaya,12.9644231,77.5333324,9.18023E+11,6.593988629
4447076167,V Care Medical Systems P Ltd,12.9787049,77.5403581,9.18023E+11,5.829222127
4447076314,Manasa Hospital,12.968821,77.5246297,9.18023E+11,7.492141644
4447079172,Saikrupa Hospital For Women's and Surgical Centre,12.9691657,77.5351921,+91080 2311 9592,6.347077014
4447082866,Cutis Academy of Cutaneous Sciences,12.9768117,77.5449094,080 4115 9049,5.314899453
4447083784,Shreya Hearing Clinic,12.9621516,77.533401,""" 080 2318 0012""",6.623266815
4447087999,Acura Speciality Hospital,12.9353208,77.6205504,+9180 4110 5151,5.000997694
4447088630,Prasad Nethralaya,12.9603312,77.5300796,080 2339 2807,7.012885253
4447097087,Vijayanagar Global Hospital,12.9717905,77.5372864,080 4240 8200,6.112836716
4447100075,Blossom Infertility Center,12.9649703,77.5389842,+91 99009 99116,5.978798851
4447105332,Padmashree Nursing Home and Maternity Home,12.958321,77.5350434,080 2311 8372,6.532925541
4447142720,Dhanush Hospital,12.9706209,77.5151893,080 2318 5544,8.508415218
4447155158,"S K Hospital, Bengaluru Urban",12.957572,77.5184436,080 2321 3699,8.308986199
4447156427,"Green City Hospital, Bengaluru Urban",12.9062193,77.580682,080 2653 6222,7.438372045
4447171840,The Homoeo World,12.9947201,77.5715879,080 2346 1995,3.489859904
4447213952,Modern Family Doctor Pvt Ltd,12.9698405,77.5327211,080 2335 2200,6.611501292
4447273084,Oxford Hospital,12.9312101,77.5756907,080 2245 2500,4.927466804
4447308983,Oxford Hospital,12.8584183,77.6653346,080 2245 2500,14.81576372
4447316956,R R Hospital & Trauma Centre,12.9059465,77.5904192,080 2671 8785,7.342308155
4447383325,M N Speciality Clinic,12.9039905,77.5859569,080 2653 0121,7.597673787
4447972412,Prashanth Hospital,12.9067129,77.6265085,080 4150 3714,8.073536879
4447978869,Parimala Health Care,12.9009278,77.5986641,080 2658 3117,7.910063866
4447985903,Springleaf Hospital,12.853228,77.6653506,080673 45000,15.31121744
4448000087,Sri Ram Hospital,13.0096231,77.6924713,080 2561 0988,11.49446855
